ap_car,ap_cat,ap_chair,ap_dog,ap_person,checkpoint,checkpoint_path,conf_thresh,mAP@0.5,max_det,micro_precision,micro_recall,mode,nms_iou_thresh,num_predictions,precision_car,precision_cat,precision_chair,precision_dog,precision_person,recall_car,recall_cat,recall_chair,recall_dog,recall_person
0.312977,0.813549,0.422663,0.819574,0.630865,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.5,0.599926,100,0.099676,0.866898,raw_max100,0.4,17577,0.04102,0.755,0.093103,0.466321,0.109981,0.858657,0.857955,0.765957,0.873786,0.895717
0.299121,0.835739,0.416946,0.831341,0.615098,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.25,0.599649,100,0.053885,0.897575,raw_max100,0.45,33664,0.022306,0.568841,0.048266,0.300643,0.058869,0.879859,0.892045,0.819149,0.907767,0.921788
0.299367,0.838998,0.416576,0.828446,0.613935,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.2,0.599464,50,0.058845,0.890648,raw_max50,0.45,30589,0.026403,0.530201,0.049117,0.279699,0.06268,0.869258,0.897727,0.808511,0.902913,0.914339
0.299034,0.835739,0.416595,0.829836,0.614926,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.3,0.599226,100,0.059552,0.894112,raw_max100,0.45,30343,0.024623,0.592453,0.053844,0.329787,0.064981,0.876325,0.892045,0.812057,0.902913,0.918994
0.31194,0.813572,0.42243,0.816518,0.630494,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.5,0.598991,50,0.108204,0.861455,raw_max50,0.4,16090,0.046178,0.758794,0.096154,0.464935,0.118038,0.840989,0.857955,0.762411,0.868932,0.891993
0.31194,0.813572,0.42243,0.816518,0.630494,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.5,0.598991,50,0.108204,0.861455,classwise_current_max50,0.4,16090,0.046178,0.758794,0.096154,0.464935,0.118038,0.840989,0.857955,0.762411,0.868932,0.891993
0.299171,0.835859,0.416576,0.828446,0.613876,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.25,0.598786,50,0.064905,0.888669,raw_max50,0.45,27671,0.028605,0.570909,0.055059,0.303426,0.069515,0.862191,0.892045,0.808511,0.902913,0.913408
0.311816,0.813572,0.422737,0.816518,0.629004,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.5,0.598729,30,0.124056,0.853538,classwise_current_max30,0.4,13905,0.055107,0.758794,0.105315,0.464935,0.134058,0.819788,0.857955,0.758865,0.868932,0.883613
0.299171,0.835859,0.416177,0.826931,0.613674,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.3,0.598363,50,0.070723,0.8857,raw_max50,0.45,25310,0.031154,0.594697,0.060493,0.330357,0.075708,0.862191,0.892045,0.801418,0.898058,0.910615
0.299171,0.835859,0.414964,0.825246,0.613512,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.15,0.597751,50,0.085513,0.881742,classwise_current_max50,0.45,20839,0.03972,0.594697,0.072034,0.356589,0.089971,0.862191,0.892045,0.783688,0.893204,0.908752
0.299171,0.835859,0.414964,0.825246,0.613512,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.2,0.597751,50,0.085513,0.881742,classwise_current_max50,0.45,20839,0.03972,0.594697,0.072034,0.356589,0.089971,0.862191,0.892045,0.783688,0.893204,0.908752
0.299171,0.835859,0.414964,0.825246,0.613512,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.25,0.597751,50,0.085513,0.881742,classwise_current_max50,0.45,20839,0.03972,0.594697,0.072034,0.356589,0.089971,0.862191,0.892045,0.783688,0.893204,0.908752
0.299171,0.835859,0.414964,0.825246,0.613512,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.3,0.597751,50,0.085513,0.881742,classwise_current_max50,0.45,20839,0.03972,0.594697,0.072034,0.356589,0.089971,0.862191,0.892045,0.783688,0.893204,0.908752
0.298533,0.835901,0.413912,0.823248,0.612975,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.15,0.596914,30,0.101792,0.871351,classwise_current_max30,0.45,17300,0.04865,0.596958,0.082135,0.358121,0.107163,0.833922,0.892045,0.769504,0.88835,0.901304
0.298533,0.835901,0.413912,0.823248,0.612975,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.2,0.596914,30,0.101792,0.871351,classwise_current_max30,0.45,17300,0.04865,0.596958,0.082135,0.358121,0.107163,0.833922,0.892045,0.769504,0.88835,0.901304
0.298533,0.835901,0.413912,0.823248,0.612975,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.25,0.596914,30,0.101792,0.871351,classwise_current_max30,0.45,17300,0.04865,0.596958,0.082135,0.358121,0.107163,0.833922,0.892045,0.769504,0.88835,0.901304
0.298533,0.835901,0.413912,0.823248,0.612975,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.3,0.596914,30,0.101792,0.871351,classwise_current_max30,0.45,17300,0.04865,0.596958,0.082135,0.358121,0.107163,0.833922,0.892045,0.769504,0.88835,0.901304
0.299034,0.825279,0.416384,0.828154,0.614861,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.35,0.596742,100,0.065816,0.891143,raw_max100,0.45,27364,0.027151,0.633745,0.060606,0.355769,0.071945,0.876325,0.875,0.808511,0.898058,0.918063
0.299034,0.825279,0.41549,0.828154,0.614719,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.4,0.596535,100,0.072338,0.888174,raw_max100,0.45,24814,0.029775,0.65812,0.066351,0.388655,0.079361,0.876325,0.875,0.794326,0.898058,0.916201
0.299171,0.825358,0.415944,0.825246,0.613674,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.35,0.595879,50,0.077066,0.883226,raw_max50,0.45,23162,0.033837,0.636364,0.066924,0.356589,0.082664,0.862191,0.875,0.797872,0.893204,0.910615
0.299171,0.825358,0.414964,0.825246,0.613512,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.4,0.59565,50,0.085669,0.880257,classwise_current_max50,0.45,20766,0.03972,0.660944,0.072034,0.388186,0.089971,0.862191,0.875,0.783688,0.893204,0.908752
0.299171,0.825358,0.414964,0.825246,0.613512,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.35,0.59565,50,0.085459,0.880257,classwise_current_max50,0.45,20817,0.03972,0.636364,0.072034,0.356589,0.089971,0.862191,0.875,0.783688,0.893204,0.908752
0.299171,0.825358,0.414964,0.825246,0.613512,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.4,0.59565,50,0.0836,0.880257,raw_max50,0.45,21280,0.036615,0.660944,0.072057,0.388186,0.09002,0.862191,0.875,0.783688,0.893204,0.908752
0.298925,0.821407,0.414986,0.826215,0.61456,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.45,0.595219,100,0.079495,0.884711,raw_max100,0.45,22492,0.03265,0.686099,0.072978,0.408889,0.087585,0.872792,0.869318,0.787234,0.893204,0.914339
0.298533,0.825358,0.413912,0.823248,0.612975,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.4,0.594805,30,0.102031,0.869866,classwise_current_max30,0.45,17230,0.04865,0.660944,0.082135,0.388535,0.107163,0.833922,0.875,0.769504,0.88835,0.901304
0.298533,0.825358,0.413912,0.823248,0.612975,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.35,0.594805,30,0.101748,0.869866,classwise_current_max30,0.45,17278,0.04865,0.639004,0.082135,0.358121,0.107163,0.833922,0.875,0.769504,0.88835,0.901304
0.299171,0.821469,0.414422,0.823309,0.613333,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.45,0.594341,50,0.090723,0.877288,raw_max50,0.45,19543,0.03972,0.689189,0.078242,0.408482,0.098077,0.862191,0.869318,0.776596,0.88835,0.90689
0.299171,0.821469,0.414422,0.823309,0.613333,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.45,0.594341,50,0.090723,0.877288,classwise_current_max50,0.45,19543,0.03972,0.689189,0.078242,0.408482,0.098077,0.862191,0.869318,0.776596,0.88835,0.90689
0.298533,0.821469,0.413297,0.821308,0.612763,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.45,0.593474,30,0.107294,0.866898,classwise_current_max30,0.45,16329,0.04865,0.689189,0.088405,0.408072,0.115302,0.833922,0.869318,0.762411,0.883495,0.899441
0.298673,0.817326,0.4147,0.822156,0.614299,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.5,0.593431,100,0.087442,0.880257,raw_max100,0.45,20345,0.035813,0.716981,0.08125,0.433333,0.096434,0.865724,0.863636,0.783688,0.883495,0.911546
0.298869,0.817368,0.414119,0.819258,0.613043,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.5,0.592532,50,0.098498,0.872835,raw_max50,0.45,17909,0.042931,0.720379,0.085726,0.431981,0.106715,0.855124,0.863636,0.77305,0.878641,0.904097
0.298869,0.817368,0.414119,0.819258,0.613043,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.5,0.592532,50,0.098498,0.872835,classwise_current_max50,0.45,17909,0.042931,0.720379,0.085726,0.431981,0.106715,0.855124,0.863636,0.77305,0.878641,0.904097
0.298351,0.817368,0.412959,0.819258,0.612426,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.5,0.592072,30,0.115334,0.863434,classwise_current_max30,0.45,15130,0.052095,0.720379,0.096007,0.433014,0.124082,0.830389,0.863636,0.758865,0.878641,0.896648
0.27539,0.827675,0.406815,0.828486,0.594009,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.15,0.586475,100,0.038356,0.914894,raw_max100,0.5,48206,0.017027,0.408269,0.032503,0.212598,0.041101,0.908127,0.897727,0.851064,0.917476,0.935754
0.275264,0.825088,0.406698,0.828486,0.593881,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.2,0.585884,100,0.043616,0.91143,raw_max100,0.5,42232,0.01904,0.463127,0.037222,0.243557,0.047036,0.90106,0.892045,0.847518,0.917476,0.932961
0.275532,0.827764,0.405763,0.825754,0.593955,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.15,0.585753,50,0.049928,0.903513,raw_max50,0.5,36573,0.02328,0.414698,0.040285,0.218859,0.052986,0.883392,0.897727,0.822695,0.912621,0.929236
0.391189,0.844427,0.355161,0.820038,0.515649,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.15,0.585293,100,0.047575,0.864424,raw_max100,0.3,36721,0.021819,0.297913,0.032351,0.203463,0.054457,0.879859,0.892045,0.758865,0.912621,0.874302
0.275122,0.822318,0.406549,0.828486,0.593654,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.25,0.585226,100,0.048623,0.906977,raw_max100,0.5,37698,0.020876,0.511475,0.042394,0.267705,0.052601,0.893993,0.886364,0.843972,0.917476,0.928305
0.39111,0.844427,0.354786,0.820038,0.51549,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.2,0.58517,100,0.055317,0.86096,raw_max100,0.3,31455,0.025431,0.359268,0.037759,0.229829,0.062988,0.876325,0.892045,0.748227,0.912621,0.871508
0.275362,0.82517,0.405617,0.825754,0.593793,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.2,0.585139,50,0.055375,0.900049,raw_max50,0.5,32849,0.025454,0.464497,0.044793,0.248349,0.059036,0.876325,0.892045,0.819149,0.912621,0.926443
0.391013,0.844427,0.354633,0.818784,0.515364,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.25,0.584844,100,0.06278,0.858486,raw_max100,0.3,27636,0.028902,0.405685,0.043201,0.260446,0.071167,0.872792,0.892045,0.744681,0.907767,0.869646
0.275041,0.822318,0.406233,0.827131,0.593449,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.3,0.584835,100,0.053449,0.903018,raw_max100,0.5,34145,0.022874,0.536082,0.047276,0.294671,0.057709,0.890459,0.886364,0.836879,0.912621,0.924581
0.391206,0.841371,0.355045,0.820121,0.515389,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.15,0.584626,50,0.055224,0.85997,raw_max50,0.3,31472,0.026697,0.301158,0.035884,0.208889,0.062777,0.872792,0.886364,0.751773,0.912621,0.870577
0.391206,0.841371,0.354762,0.820121,0.515266,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.2,0.584545,50,0.062547,0.857991,raw_max50,0.3,27723,0.030214,0.361949,0.041016,0.235,0.070698,0.872792,0.886364,0.744681,0.912621,0.868715
0.275174,0.822391,0.405617,0.825754,0.593627,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.25,0.584513,50,0.060538,0.897081,raw_max50,0.5,29948,0.027297,0.513158,0.050108,0.271676,0.06471,0.869258,0.886364,0.819149,0.912621,0.92365
0.391093,0.841371,0.354599,0.818849,0.515126,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.25,0.584208,50,0.069678,0.855517,raw_max50,0.3,24814,0.033593,0.408377,0.046259,0.263752,0.078354,0.869258,0.886364,0.741135,0.907767,0.866853
0.275174,0.822391,0.405437,0.824379,0.593377,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.3,0.584152,50,0.065607,0.894112,raw_max50,0.5,27543,0.029535,0.537931,0.055182,0.297297,0.069937,0.869258,0.886364,0.815603,0.907767,0.919926
0.390904,0.842122,0.354148,0.816131,0.515153,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.3,0.583691,100,0.069954,0.853538,raw_max100,0.3,24659,0.032241,0.446991,0.048729,0.290881,0.078925,0.869258,0.886364,0.734043,0.898058,0.866853
0.275174,0.822391,0.404549,0.822861,0.593154,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.15,0.583626,50,0.078583,0.890153,classwise_current_max50,0.5,22893,0.037098,0.537931,0.065679,0.324042,0.082379,0.869258,0.886364,0.801418,0.902913,0.917132
0.275174,0.822391,0.404549,0.822861,0.593154,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.2,0.583626,50,0.078583,0.890153,classwise_current_max50,0.5,22893,0.037098,0.537931,0.065679,0.324042,0.082379,0.869258,0.886364,0.801418,0.902913,0.917132
0.275174,0.822391,0.404549,0.822861,0.593154,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.25,0.583626,50,0.078583,0.890153,classwise_current_max50,0.5,22893,0.037098,0.537931,0.065679,0.324042,0.082379,0.869258,0.886364,0.801418,0.902913,0.917132
0.275174,0.822391,0.404549,0.822861,0.593154,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.3,0.583626,50,0.078583,0.890153,classwise_current_max50,0.5,22893,0.037098,0.537931,0.065679,0.324042,0.082379,0.869258,0.886364,0.801418,0.902913,0.917132
0.275041,0.816049,0.406049,0.825625,0.593392,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.35,0.583231,100,0.058816,0.900544,raw_max100,0.5,30944,0.02502,0.578947,0.052868,0.322971,0.063663,0.890459,0.875,0.833333,0.907767,0.92365
0.390785,0.842122,0.353433,0.814675,0.514916,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.35,0.583186,100,0.077256,0.849085,raw_max100,0.3,22212,0.035735,0.495238,0.053534,0.317789,0.086973,0.865724,0.886364,0.719858,0.893204,0.86406
0.275041,0.816049,0.405256,0.825625,0.593205,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.4,0.583035,100,0.064384,0.897081,raw_max100,0.5,28159,0.027341,0.613546,0.05762,0.35619,0.069859,0.890459,0.875,0.819149,0.907767,0.920857
0.390967,0.83905,0.354081,0.816162,0.514895,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.3,0.583031,50,0.076638,0.850569,raw_max50,0.3,22430,0.036721,0.450581,0.051668,0.294586,0.085934,0.865724,0.880682,0.730496,0.898058,0.86406
0.390651,0.842122,0.352845,0.814675,0.514576,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.4,0.582974,100,0.084865,0.845126,raw_max100,0.3,20126,0.039178,0.543554,0.059189,0.346516,0.095248,0.862191,0.886364,0.70922,0.893204,0.860335
0.275174,0.816099,0.405226,0.822861,0.593377,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.35,0.582547,50,0.071166,0.892133,raw_max50,0.5,25335,0.031779,0.581132,0.060694,0.324042,0.076105,0.869258,0.875,0.812057,0.902913,0.919926
0.390833,0.83905,0.353327,0.814688,0.514722,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.35,0.582524,50,0.083512,0.846611,raw_max50,0.3,20488,0.039895,0.498392,0.056049,0.321678,0.093677,0.862191,0.880682,0.716312,0.893204,0.862197
0.275174,0.816099,0.404549,0.822861,0.593154,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.4,0.582367,50,0.078812,0.889164,classwise_current_max50,0.5,22801,0.037098,0.616,0.065679,0.356322,0.082379,0.869258,0.875,0.801418,0.902913,0.917132
0.275174,0.816099,0.404549,0.822861,0.593154,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.35,0.582367,50,0.078581,0.889164,classwise_current_max50,0.5,22868,0.037098,0.581132,0.065679,0.324042,0.082379,0.869258,0.875,0.801418,0.902913,0.917132
0.275174,0.816099,0.404549,0.822861,0.593154,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.4,0.582367,50,0.077029,0.889164,raw_max50,0.5,23329,0.034338,0.616,0.065698,0.356322,0.082406,0.869258,0.875,0.801418,0.902913,0.917132
0.390833,0.83905,0.352713,0.814688,0.514448,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.4,0.582346,50,0.092926,0.843642,classwise_current_max50,0.3,18348,0.046842,0.547703,0.061439,0.348485,0.101551,0.862191,0.880682,0.705674,0.893204,0.859404
0.390833,0.83905,0.352713,0.814688,0.514448,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.35,0.582346,50,0.092562,0.843642,classwise_current_max50,0.3,18420,0.046842,0.498392,0.061439,0.321678,0.101551,0.862191,0.880682,0.705674,0.893204,0.859404
0.390833,0.83905,0.352713,0.814688,0.514448,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.15,0.582346,50,0.092392,0.843642,classwise_current_max50,0.3,18454,0.046842,0.449275,0.061439,0.321678,0.101551,0.862191,0.880682,0.705674,0.893204,0.859404
0.390833,0.83905,0.352713,0.814688,0.514448,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.2,0.582346,50,0.092392,0.843642,classwise_current_max50,0.3,18454,0.046842,0.449275,0.061439,0.321678,0.101551,0.862191,0.880682,0.705674,0.893204,0.859404
0.390833,0.83905,0.352713,0.814688,0.514448,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.25,0.582346,50,0.092392,0.843642,classwise_current_max50,0.3,18454,0.046842,0.449275,0.061439,0.321678,0.101551,0.862191,0.880682,0.705674,0.893204,0.859404
0.390833,0.83905,0.352713,0.814688,0.514448,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.3,0.582346,50,0.092392,0.843642,classwise_current_max50,0.3,18454,0.046842,0.449275,0.061439,0.321678,0.101551,0.862191,0.880682,0.705674,0.893204,0.859404
0.390833,0.83905,0.352713,0.814688,0.514448,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.4,0.582346,50,0.090865,0.843642,raw_max50,0.3,18764,0.043339,0.547703,0.061439,0.348485,0.101607,0.862191,0.880682,0.705674,0.893204,0.859404
0.365418,0.859305,0.357146,0.825831,0.502744,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.15,0.582089,100,0.039644,0.91242,raw_max100,0.4,46514,0.018453,0.252713,0.026225,0.166382,0.045343,0.908127,0.926136,0.808511,0.946602,0.93203
0.274707,0.822451,0.400501,0.821044,0.591366,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.15,0.582014,30,0.095266,0.875309,classwise_current_max30,0.5,18569,0.046393,0.541667,0.076577,0.326279,0.099682,0.833922,0.886364,0.783688,0.898058,0.904097
0.274707,0.822451,0.400501,0.821044,0.591366,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.2,0.582014,30,0.095266,0.875309,classwise_current_max30,0.5,18569,0.046393,0.541667,0.076577,0.326279,0.099682,0.833922,0.886364,0.783688,0.898058,0.904097
0.274707,0.822451,0.400501,0.821044,0.591366,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.25,0.582014,30,0.095266,0.875309,classwise_current_max30,0.5,18569,0.046393,0.541667,0.076577,0.326279,0.099682,0.833922,0.886364,0.783688,0.898058,0.904097
0.274707,0.822451,0.400501,0.821044,0.591366,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.3,0.582014,30,0.095266,0.875309,classwise_current_max30,0.5,18569,0.046393,0.541667,0.076577,0.326279,0.099682,0.833922,0.886364,0.783688,0.898058,0.904097
0.390118,0.839088,0.351664,0.814698,0.513884,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.4,0.58189,30,0.105437,0.837704,classwise_current_max30,0.3,16057,0.055236,0.551601,0.06687,0.35249,0.115158,0.848057,0.880682,0.698582,0.893204,0.853818
0.390118,0.839088,0.351664,0.814698,0.513884,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.35,0.58189,30,0.104973,0.837704,classwise_current_max30,0.3,16128,0.055236,0.501618,0.06687,0.325664,0.115158,0.848057,0.880682,0.698582,0.893204,0.853818
0.390118,0.839088,0.351664,0.814698,0.513884,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.15,0.58189,30,0.104758,0.837704,classwise_current_max30,0.3,16161,0.055236,0.453216,0.06687,0.325664,0.115158,0.848057,0.880682,0.698582,0.893204,0.853818
0.390118,0.839088,0.351664,0.814698,0.513884,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.2,0.58189,30,0.104758,0.837704,classwise_current_max30,0.3,16161,0.055236,0.453216,0.06687,0.325664,0.115158,0.848057,0.880682,0.698582,0.893204,0.853818
0.390118,0.839088,0.351664,0.814698,0.513884,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.25,0.58189,30,0.104758,0.837704,classwise_current_max30,0.3,16161,0.055236,0.453216,0.06687,0.325664,0.115158,0.848057,0.880682,0.698582,0.893204,0.853818
0.390118,0.839088,0.351664,0.814698,0.513884,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.3,0.58189,30,0.104758,0.837704,classwise_current_max30,0.3,16161,0.055236,0.453216,0.06687,0.325664,0.115158,0.848057,0.880682,0.698582,0.893204,0.853818
0.365418,0.859305,0.357044,0.825009,0.502612,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.2,0.581878,100,0.045621,0.909946,raw_max100,0.4,40310,0.02128,0.296903,0.030688,0.190757,0.05179,0.908127,0.926136,0.804965,0.941748,0.929236
0.274942,0.812448,0.404594,0.823835,0.592996,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.45,0.581763,100,0.070488,0.892627,raw_max100,0.5,25593,0.029799,0.6375,0.063369,0.378819,0.076785,0.886926,0.869318,0.808511,0.902913,0.918063
0.390833,0.835871,0.352492,0.814688,0.514351,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.45,0.581647,50,0.098387,0.842157,raw_max50,0.3,17299,0.046842,0.562044,0.067255,0.373225,0.110037,0.862191,0.875,0.702128,0.893204,0.858473
0.390833,0.835871,0.352492,0.814688,0.514351,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.45,0.581647,50,0.098387,0.842157,classwise_current_max50,0.3,17299,0.046842,0.562044,0.067255,0.373225,0.110037,0.862191,0.875,0.702128,0.893204,0.858473
0.390651,0.835788,0.352404,0.814675,0.514484,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.45,0.581601,100,0.092913,0.842652,raw_max100,0.3,18329,0.04298,0.557971,0.065025,0.371717,0.104459,0.862191,0.875,0.702128,0.893204,0.859404
0.390318,0.835871,0.351998,0.814688,0.513606,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.5,0.581296,50,0.10639,0.83622,raw_max50,0.3,15885,0.050673,0.599222,0.073491,0.405286,0.118049,0.85159,0.875,0.695035,0.893204,0.851955
0.390318,0.835871,0.351998,0.814688,0.513606,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.5,0.581296,50,0.10639,0.83622,classwise_current_max50,0.3,15885,0.050673,0.599222,0.073491,0.405286,0.118049,0.85159,0.875,0.695035,0.893204,0.851955
0.390176,0.835788,0.351925,0.814675,0.513774,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.5,0.581268,100,0.101403,0.836714,raw_max100,0.3,16676,0.047144,0.596899,0.071507,0.403509,0.112961,0.85159,0.875,0.695035,0.893204,0.852886
0.390118,0.835885,0.351424,0.814698,0.513884,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.45,0.581202,30,0.110878,0.836714,classwise_current_max30,0.3,15251,0.055236,0.566176,0.072405,0.376278,0.123286,0.848057,0.875,0.695035,0.893204,0.853818
0.36534,0.857415,0.356803,0.823973,0.502202,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.25,0.581147,100,0.051065,0.903513,raw_max100,0.4,35758,0.023843,0.334021,0.034868,0.215402,0.057602,0.904594,0.920455,0.797872,0.936893,0.921788
0.275174,0.812483,0.404054,0.821073,0.59291,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.45,0.581139,50,0.083333,0.8857,raw_max50,0.5,21480,0.037098,0.640167,0.07136,0.377551,0.089427,0.869258,0.869318,0.794326,0.898058,0.914339
0.275174,0.812483,0.404054,0.821073,0.59291,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.45,0.581139,50,0.083333,0.8857,classwise_current_max50,0.5,21480,0.037098,0.640167,0.07136,0.377551,0.089427,0.869258,0.869318,0.794326,0.898058,0.914339
0.365654,0.856765,0.356353,0.824072,0.501914,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.15,0.580952,50,0.049791,0.901534,raw_max50,0.4,36593,0.024741,0.256329,0.031903,0.172598,0.0564,0.904594,0.920455,0.79078,0.941748,0.918994
0.38992,0.835885,0.350893,0.814698,0.513289,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.5,0.580937,30,0.118957,0.832756,classwise_current_max30,0.3,14148,0.059438,0.601562,0.078511,0.407982,0.131242,0.844523,0.875,0.687943,0.893204,0.849162
0.274707,0.816114,0.400501,0.821044,0.591366,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.4,0.580746,30,0.095617,0.87432,classwise_current_max30,0.5,18480,0.046393,0.618474,0.076577,0.357834,0.099682,0.833922,0.875,0.783688,0.898058,0.904097
0.274707,0.816114,0.400501,0.821044,0.591366,phase2,checkpoints/best_map_resnet50_mse_phase2.pth,0.35,0.580746,30,0.095287,0.87432,classwise_current_max30,0.5,18544,0.046393,0.585551,0.076577,0.326279,0.099682,0.833922,0.875,0.783688,0.898058,0.904097
0.365654,0.856765,0.356231,0.823222,0.501861,phaseB,checkpoints/best_map_resnet50_mse_mosaic_phaseB.pth,0.2,0.580746,50,0.055678,0.900049,raw_max50,0.4,32670,0.027583,0.300557,0.036062,0.196538,0.062755,0.904594,0.920455,0.787234,0.936893,0.918063
